seq,firstname,lastname,age,street,city,state,zip,dollar,pick,date
3848,Lily,Barrett,41,Adube Park,Nezwelawi,AR,37350,$9419.37,YELLOW,04/05/1942
3849,Clifford,Griffin,52,Cafozo Square,Nabaok,LA,53573,$6832.24,BLUE,04/28/2017
3850,Floyd,Reese,34,Apisuh Junction,Ruevmo,IN,33589,$1039.08,WHITE,03/08/1997
3851,Elizabeth,Hill,47,Pinnaj Heights,Lupiru,NV,31214,$7627.23,GREEN,08/13/1989
3852,Bryan,Meyer,22,Cehtu Trail,Vafohra,AR,52263,$639.12,YELLOW,06/22/1936
3853,Phoebe,Fitzgerald,56,Lojgu Point,Cisehfi,MT,85212,$1383.16,GREEN,07/13/2013
3854,Carlos,Mendoza,53,Pomne Road,Cijgosvap,VA,24683,$7201.87,BLUE,07/29/1939
3855,Charlotte,Hudson,62,Fega Highway,Furgijhuc,MS,32723,$1899.05,BLUE,11/21/1901
3856,Mason,Fleming,61,Rapla River,Turaewe,VA,14650,$1110.22,WHITE,09/09/1981
3857,Sara,Becker,44,Jucac Boulevard,Okowudmem,MN,80082,$8155.54,WHITE,08/29/1975
3858,Essie,Williamson,28,Ubzuf Heights,Vadladjo,OK,52458,$3258.13,WHITE,06/10/2057
3859,Mitchell,Thomas,31,Wifac Terrace,Fofipca,KY,65064,$759.00,WHITE,04/23/2042
3860,Ivan,Montgomery,41,Kola Road,Fopaka,GA,93678,$9786.36,WHITE,06/13/2011
3861,George,Doyle,20,Uguci Park,Nelica,AZ,19594,$1098.33,YELLOW,09/20/2041
3862,Theresa,Knight,59,Reded Loop,Kipigno,VT,96275,$2978.57,GREEN,08/18/2027
3863,Rosalie,Zimmerman,65,Nowce Boulevard,Hojogu,AK,86631,$4874.80,WHITE,09/13/1971
3864,Jerome,McCormick,62,Toju Way,Atfimla,AR,16310,$4595.37,GREEN,03/12/2062
3865,Tony,Carson,23,Hoci Ridge,Jukcagep,LA,05872,$2692.27,YELLOW,06/12/1951
3866,Sue,West,58,Finteg Highway,Nivcola,NY,40271,$6413.51,WHITE,08/09/2000
3867,Phoebe,Casey,51,Seme River,Ehimakfip,MT,31883,$3012.50,GREEN,09/02/1978
3868,Lillian,Arnold,25,Nilewa Loop,Ivozisko,DC,59914,$895.16,GREEN,04/19/2042
3869,Alan,Phillips,63,Redaj Point,Coponib,IL,53201,$8608.27,YELLOW,07/12/2035
3870,Nina,Rivera,57,Serde Junction,Paldeim,KY,71419,$1280.45,GREEN,06/04/2017
3871,Micheal,Higgins,39,Sonsim Boulevard,Umduzdor,RI,95684,$1820.17,WHITE,10/06/1969
3872,Edward,Swanson,21,Gacem Grove,Ewevuvog,FL,55975,$8047.47,WHITE,04/02/1993
3873,Scott,Ball,48,Vocset Junction,Lodawco,IA,63796,$8999.68,GREEN,10/04/2067
3874,Francis,Gill,33,Naik Junction,Kebvuleg,WA,45118,$46.53,YELLOW,05/30/2056
3875,Polly,Shaw,36,Ikacaw Turnpike,Tilahud,SD,81914,$9018.61,YELLOW,10/20/1972
3876,Willie,Hernandez,24,Muni Junction,Pirekub,PA,41478,$2478.07,BLUE,02/17/2029
3877,Gerald,Greene,35,Lanim Trail,Fozokpas,CO,43044,$6701.70,BLUE,02/27/2048
3878,Andrew,Murray,65,Aznej Trail,Goipoceg,VA,78382,$9595.48,GREEN,08/17/1967
3879,Chad,Dennis,34,Wasbin Circle,Pofzijove,IA,73013,$596.81,RED,12/14/2007
3880,Bryan,Leonard,62,Guhpuc Circle,Zadolnan,TN,05154,$5802.70,WHITE,11/15/2017
3881,Mason,Briggs,39,Rirji River,Cekunle,VA,63096,$9138.49,RED,12/31/2000
3882,Amy,Hogan,22,Resver Street,Lufifid,NY,92246,$7572.25,YELLOW,01/30/1992
3883,Helen,Wilson,49,Ejdo Street,Heobiacu,WY,29084,$6603.42,BLUE,08/23/2017
3884,Tommy,Medina,42,Oztug Path,Wemvavuj,IL,78308,$8903.85,RED,01/30/1981
3885,Jason,Cortez,59,Wucica Parkway,Owgehhoc,UT,58471,$8356.07,BLUE,09/29/2059
3886,Mamie,Maxwell,25,Ozjo Drive,Raffowhe,MO,76114,$4923.91,GREEN,01/17/2008
3887,Eleanor,Hoffman,50,Legi Circle,Ronedigu,OH,49527,$7213.45,BLUE,03/13/1979
3888,Elijah,Carr,63,Cila Manor,Fevudaope,DE,89742,$6461.25,RED,12/31/1903
3889,Flora,Hopkins,40,Tehwu Circle,Mufdazat,OR,53456,$4275.73,GREEN,11/18/1947
3890,Stella,Webster,37,Ditbo Place,Rizovom,NC,11361,$5193.54,GREEN,12/15/2047
3891,Wayne,Gutierrez,45,Duviw View,Reriri,MA,70902,$1167.21,YELLOW,03/15/2003
3892,Francisco,Baldwin,42,Lurhul Circle,Silnosiw,OH,56643,$7599.62,YELLOW,12/21/1971
3893,Georgie,Atkins,18,Kusmi Extension,Sofifgol,DC,60073,$5399.68,BLUE,11/19/2064
3894,Christopher,Goodwin,40,Famah Pass,Vegefij,OK,41209,$4076.00,WHITE,09/15/2036
3895,Aiden,Logan,59,Tibuba River,Tokaluj,WI,66717,$988.13,YELLOW,06/30/2062
3896,Thomas,Franklin,60,Odijuf Loop,Cedazer,MI,66737,$9236.63,YELLOW,08/24/1972
3897,Emily,Zimmerman,33,Ewipe Street,Doimavo,MS,63332,$7892.33,RED,09/13/1917
3898,Eugene,Wilson,64,Kirnem Key,Houjujol,IN,01388,$8678.88,YELLOW,09/08/2033
3899,George,Atkins,62,Pejwiz Pass,Osfujew,LA,49354,$8146.72,RED,02/03/2069
3900,Louisa,Flores,63,Zeli Place,Ochiuto,OR,75636,$1418.23,GREEN,09/29/1922
3901,Luis,Poole,58,Lioco Way,Cubtibo,RI,56641,$2955.58,YELLOW,07/16/2002
3902,Allen,Nelson,23,Sihov Court,Umohumzac,PA,23608,$9956.52,WHITE,01/11/1927
3903,Eula,Benson,57,Uzen Drive,Cizenun,NJ,56868,$5198.72,YELLOW,10/01/1926
3904,Oscar,Harvey,36,Vakfok Plaza,Wegikir,ID,00612,$8797.04,WHITE,07/04/1995
3905,Alberta,Norman,23,Sondi Path,Witumaso,NC,45025,$3896.18,BLUE,03/11/1997
3906,Walter,Howell,23,Upalu Drive,Zodibiw,WA,72460,$3495.66,YELLOW,02/20/2065
3907,Winnie,Carter,18,Mumu Ridge,Ponuzur,AR,75985,$6545.43,RED,06/23/2043
3908,Mable,Davidson,25,Kolzel Manor,Sevukiw,DE,78541,$8167.31,RED,09/25/1968
3909,Thomas,Barnes,53,Wilija Drive,Zonbinur,CO,78885,$9254.43,RED,09/15/2065
3910,Garrett,Clark,61,Vewo Turnpike,Jicdifpiv,KS,24722,$54.36,YELLOW,03/27/2026
3911,Isabella,Strickland,37,Bougi Glen,Emuhiel,ME,55432,$186.52,RED,06/20/1909
3912,Flora,Mitchell,58,Hoig Manor,Caslasar,NV,68435,$8781.45,GREEN,11/13/2018
3913,Jacob,Kim,20,Vepjih Center,Fofderfeh,KY,78405,$6245.85,WHITE,07/13/1969
3914,Leon,Wheeler,26,Etjel Pass,Nucsoek,AZ,31658,$362.54,YELLOW,02/05/2010
3915,Floyd,Newton,36,Wiefi Center,Olilesut,MN,54592,$213.35,GREEN,12/26/2050
3916,Jean,Roberts,59,Godhek Pass,Ahzemo,NY,86384,$9810.06,WHITE,11/03/1986
3917,Ronald,Lambert,61,Dozeza Avenue,Mundumju,ID,68132,$3541.51,BLUE,11/28/1945
3918,Charles,Rogers,53,Zejfo Avenue,Sogaghoc,NM,13264,$9864.77,GREEN,08/01/2004
3919,Philip,Bishop,43,Inatuk Boulevard,Ipizakis,NH,43290,$2384.31,GREEN,01/26/1955
3920,Lucile,Beck,20,Wuvhur Glen,Didibgig,NE,39428,$576.98,WHITE,08/10/2009
3921,Ernest,Medina,33,Dovki Glen,Kicojkuj,MO,83199,$6528.41,GREEN,05/14/2055
3922,Addie,Holland,57,Iferi Terrace,Zefonlum,MD,30796,$43.13,BLUE,04/30/1909
3923,James,Moody,45,Daho Grove,Capeiz,AR,36420,$636.50,RED,11/21/1922
3924,Shane,Ward,63,Cabed Path,Bulejobaf,DE,84867,$4505.77,GREEN,07/27/1915
3925,Seth,Keller,43,Jajek Junction,Abunifo,MT,10561,$5774.29,BLUE,09/02/1980
3926,Ola,Stevenson,19,Zecor Turnpike,Mufmonku,OK,05108,$9202.38,RED,09/28/1931
3927,Isabelle,Lane,65,Pohog Plaza,Rovaav,WI,11737,$2908.48,YELLOW,06/29/2028
3928,Johnny,Elliott,34,Sito Trail,Kivjego,MT,20721,$3799.50,BLUE,06/27/2054
3929,Jacob,Carter,35,Lofnik Center,Zicimvo,IL,23436,$9770.82,GREEN,07/01/1944
3930,Emily,Olson,21,Hotu Manor,Mevkoto,CA,01255,$4710.04,YELLOW,09/01/2049
3931,Jordan,Page,56,Jino Highway,Fufeubu,ND,27358,$3180.02,WHITE,03/29/2028
3932,Ray,Tucker,46,Reta Park,Sajembe,AZ,21016,$8462.70,RED,08/03/1992
3933,Mamie,Holt,51,Cagza Center,Zacawujiv,HI,30185,$5912.42,YELLOW,05/22/1980
3934,Chris,Hunt,29,Zukib Loop,Duzolzec,MO,22270,$9171.12,YELLOW,02/17/2056
3935,Roxie,Henderson,26,Risik Boulevard,Omaimepa,TN,51057,$6566.94,RED,04/20/1906
3936,Ricky,Gill,47,Cogo Grove,Kuzofoh,MD,14909,$5046.12,RED,02/14/2013
3937,Lottie,Nunez,26,Penne Heights,Bokefojek,MN,19048,$8441.93,WHITE,10/17/2003
3938,Sarah,Hunt,43,Agew Heights,Gewmevgi,CT,29176,$6049.99,BLUE,07/23/2062
3939,Tillie,Gross,42,Gevok Extension,Surpogub,NM,83347,$6787.38,BLUE,01/12/2020
3940,Lottie,Lambert,57,Bodrac Terrace,Dushoke,NH,98697,$2307.27,GREEN,11/19/1903
3941,Christian,Horton,62,Suzab Junction,Kovuej,WV,44647,$8058.17,BLUE,04/05/2030
3942,Leon,Carlson,61,Titi Boulevard,Sonownag,MA,65248,$6516.70,BLUE,11/20/1969
3943,Clifford,Austin,52,Buzmeg Court,Dinfusol,SC,50266,$744.52,RED,01/10/1981
3944,Brent,Allen,18,Boliso Place,Ignuwcij,MT,84334,$8921.18,YELLOW,03/13/1952
3945,Julian,Ruiz,58,Wemok Key,Joafapu,ND,62044,$1925.16,GREEN,08/07/1993
3946,Nathan,Chambers,25,Nokva Extension,Ziwufmi,NM,42076,$8039.64,BLUE,10/29/1945
3947,Eliza,Malone,58,Giga Place,Nuhcilip,DE,12379,$8106.32,BLUE,06/11/1962
3948,Tommy,Smith,40,Vonfi Heights,Itekusreg,NV,35534,$5495.10,WHITE,07/11/1919
3949,Lulu,Brady,61,Usoahu Grove,Aleorucev,AR,90804,$9517.54,RED,10/21/1920
3950,Bess,Douglas,57,Macomi Parkway,Vihugum,SD,85844,$8665.69,GREEN,03/22/2014
3951,Estella,Sanchez,41,Dewu Drive,Lasoloh,CO,76184,$6389.75,WHITE,02/13/2018
3952,Tyler,Harper,24,Lori Court,Faafuka,SC,49540,$4779.01,BLUE,06/28/1936
3953,Adele,Ramirez,24,Dobge Center,Hiwudfi,OH,23100,$1410.66,RED,05/02/1985
3954,Jean,Ortiz,27,Veto Road,Culoeda,ID,91165,$9937.07,WHITE,01/29/2058
3955,Christopher,Pearson,23,Ifolal Road,Zaupizal,TX,18608,$2084.36,WHITE,09/16/1906
3956,Blake,Pittman,51,Ibodo Pike,Jupjecik,AZ,31925,$3111.95,RED,12/16/1995
3957,Bertha,Wong,22,Mekti Pike,Sodowugo,CA,00432,$1042.26,BLUE,07/25/2013
3958,Hattie,Elliott,31,Aripef Mill,Cofupuhe,WV,07172,$5273.45,BLUE,09/02/1938
3959,Marc,Murray,37,Ticusi Mill,Vaezweg,IL,41661,$6844.81,YELLOW,02/02/1969
3960,Norman,George,52,Zapmi Avenue,Adupvef,IN,32570,$8823.02,YELLOW,05/31/2006
3961,Lucille,Kelley,63,Wekom Ridge,Suuluza,ND,75477,$5676.52,RED,08/13/1900
3962,Harriett,Nunez,28,Etma Heights,Oldesror,LA,11390,$3649.23,BLUE,02/02/2058
3963,Troy,Estrada,65,Sukgi Avenue,Anavupal,ME,43662,$5241.99,WHITE,11/14/2047
3964,Mildred,Welch,20,Cocas Heights,Sorukive,OR,25894,$1598.66,RED,07/02/1910
3965,Chad,Murphy,36,Pijzig Street,Tefujuzu,AK,49788,$106.61,GREEN,07/17/2025
3966,Katharine,McLaughlin,29,Habag Square,Batugra,DC,24460,$8341.06,RED,12/28/2037
3967,Anne,Summers,33,Tito Pike,Kinmekhu,WI,23697,$4321.52,BLUE,12/21/2063
3968,Nicholas,Ramsey,35,Fogwu Place,Obcaatu,WV,62229,$6040.14,WHITE,05/26/1952
3969,Jason,Larson,61,Zoat View,Detuzuven,GA,52973,$6611.71,WHITE,05/05/1905
3970,Rhoda,Brady,33,Siulu Ridge,Fovrazna,IL,52392,$9567.81,GREEN,05/25/1973
3971,Joshua,Logan,26,Tajo Key,Ramleda,MT,90415,$5549.07,BLUE,06/25/2009
3972,Bernard,Douglas,65,Deleb Center,Ozfega,NJ,84706,$7716.37,RED,11/28/1989
3973,Belle,Herrera,37,Reuk Park,Cutehito,ND,37281,$3494.88,WHITE,05/21/1954
3974,Viola,Hampton,33,Micno Place,Gejisu,TX,44113,$9671.28,YELLOW,10/08/1907
3975,Ophelia,McKenzie,22,Cobne Center,Dogutkab,WV,27336,$582.26,RED,08/17/2034
3976,Maude,Lambert,27,Cutti Lane,Acopajsej,CT,87197,$305.46,WHITE,01/03/1939
3977,Gabriel,Carson,24,Pogof Court,Arurohceg,AZ,65934,$963.50,WHITE,09/06/1995
3978,Kyle,Robinson,39,Tefto Extension,Kitegos,DE,88220,$7161.14,WHITE,04/15/1933
3979,Hannah,Erickson,29,Ziog Parkway,Tuwiwafe,ME,15700,$4881.42,BLUE,02/17/2063
3980,Inez,Cook,28,Aseahe Lane,Gookolo,MT,59383,$916.37,YELLOW,05/01/1902
3981,Harvey,Wise,65,Temuw Heights,Bawfisomi,KS,89848,$3272.18,GREEN,02/28/2005
3982,Scott,Pearson,48,Tozapi Street,Avhipo,GA,67202,$7005.29,BLUE,01/23/1977
3983,Irene,Powers,64,Jeah Drive,Necpammid,SD,42589,$7353.78,RED,12/04/1955
3984,Harriet,Fields,33,Tohoj Mill,Zeocapa,WY,29824,$4138.01,GREEN,03/30/1943
3985,Barbara,Mathis,36,Vokiwu Ridge,Gessulzu,MD,44681,$9477.49,GREEN,11/25/2033
3986,Ruby,Blair,26,Munmu Terrace,Tosenmiv,NC,62144,$8028.79,RED,06/18/1981
3987,Mildred,Davis,22,Wohdu Court,Ziavubim,CA,28729,$5941.99,GREEN,05/27/1997
3988,Lettie,Snyder,25,Sajoh Center,Coleble,NJ,38927,$9326.06,GREEN,02/15/2058
3989,Gene,Stephens,28,Tebi Street,Aroojzom,ND,07152,$3184.64,GREEN,11/17/1989
3990,Miguel,Edwards,18,Kaskun Court,Dapakib,FL,13742,$3887.92,BLUE,05/01/1937
3991,Clyde,Williamson,64,Ciku Pike,Raepiru,TX,82348,$8992.31,RED,08/30/2062
3992,Tommy,Strickland,27,Sehlu View,Ofciwo,NJ,46495,$9805.62,WHITE,06/17/2056
3993,Lillie,Lambert,50,Hajpuz Glen,Uwowudzuc,MI,21595,$1117.80,WHITE,05/18/1968
3994,Philip,Williamson,54,Navvap Manor,Faswuhi,MO,47223,$7272.73,GREEN,04/29/2028
3995,Julian,Hoffman,37,Suaga Pike,Aswemsom,NJ,55951,$2590.41,YELLOW,12/24/1941
3996,Willie,Richards,30,Sekosi Square,Edsuzner,TX,79826,$7757.69,GREEN,02/01/1934
3997,Barry,Hunter,30,Mitmi Park,Vofevepo,FL,05975,$7697.39,RED,07/27/2046
3998,Mollie,Cannon,23,Biuf Extension,Dusseila,WY,06445,$7398.98,BLUE,06/06/2040
3999,Charlotte,Warren,35,Nunme Place,Heberal,AL,92362,$3852.61,BLUE,12/10/1903
4000,Verna,Valdez,32,Hain Square,Ifsepcok,IL,12638,$4039.16,RED,07/27/1931
4001,Kate,Reed,43,Goehi Road,Hazulvu,ME,09999,$1110.35,BLUE,03/24/2003
4002,Barbara,Lawson,58,Jigab Junction,Riwgiple,MA,76309,$9339.81,WHITE,11/06/2056
4003,Gilbert,Schwartz,26,Kudoli Court,Vadlucam,OH,56789,$4113.79,GREEN,08/04/2009
4004,Lucile,Mathis,58,Judno Grove,Gekikde,AZ,47639,$5858.72,WHITE,01/28/1960
4005,Stephen,Crawford,53,Werwoh Grove,Dabhuvleh,LA,34660,$5250.46,RED,05/10/2004
4006,Olivia,Woods,48,Pipavi Street,Apvowec,WY,13281,$8806.68,RED,01/25/2032
4007,Johanna,Gregory,29,Jiran Way,Bobiib,MO,44390,$3168.41,YELLOW,05/16/1946
4008,Lee,Wallace,47,Cicu Highway,Hocaseve,MT,06424,$8950.93,WHITE,07/25/2032
4009,Alberta,Cox,45,Tusid Point,Gahesav,OK,77366,$3408.37,BLUE,04/24/2029
4010,Belle,Holmes,44,Saic Park,Sizcongoh,ID,77095,$4760.53,WHITE,12/21/1952
4011,Lura,Freeman,33,Losis Loop,Mavaefu,WA,52324,$7560.75,RED,05/15/2066
4012,Mary,Bates,48,Kecic Path,Menizlid,MN,38870,$2902.89,GREEN,06/15/1918
4013,Maggie,Lambert,55,Jeskik Key,Vopalgan,WI,90886,$2670.46,YELLOW,02/19/1953
4014,Georgia,Barnes,25,Hana Turnpike,Biwije,TN,69634,$2496.08,YELLOW,03/05/1989
4015,Estella,Jackson,59,Bekuw Place,Kuvwiva,NJ,38739,$9652.15,GREEN,08/03/1913
4016,Nancy,Long,34,Waru Pike,Gukpifpej,HI,44924,$1912.84,RED,04/09/2039
4017,Nina,Farmer,34,Ogim River,Bolegiw,ME,55401,$1869.55,RED,09/18/1964
4018,Bryan,Moran,25,Lamah Manor,Ogonahitu,AK,18271,$6062.80,YELLOW,11/07/2068
4019,Pearl,Cortez,28,Gafda Key,Selujric,VA,48604,$4348.74,YELLOW,02/02/1986
4020,Ernest,Rios,51,Neceh Place,Vonefdap,SC,51618,$1547.90,YELLOW,02/28/2022
4021,Bessie,Marshall,32,Panfun Ridge,Omiwewi,AK,14348,$3650.78,WHITE,10/22/2018
4022,Darrell,Curtis,41,Mufo Grove,Fetmipuze,IA,19275,$476.70,WHITE,10/15/1967
4023,Gertrude,Huff,40,Suluf Center,Supujuez,PA,26469,$1035.10,BLUE,08/14/2062
4024,Myrtle,Glover,49,Gici Heights,Buejhon,AZ,25181,$7721.36,RED,08/21/1981
4025,Willie,Dawson,51,Igpa Junction,Uwigiki,NC,48982,$1612.19,BLUE,02/15/1900
4026,Bill,Sharp,30,Jibi Drive,Tehedbe,VT,36077,$7201.40,RED,06/14/2000
4027,Delia,Cruz,57,Acibo Place,Ovelojig,TN,77528,$5106.65,WHITE,11/28/2027
4028,Jeremiah,Cole,19,Gile Avenue,Niekaco,MT,78992,$3771.76,BLUE,04/05/2061
4029,Scott,Alexander,48,Migma Street,Kokfuvu,MO,53196,$2370.97,YELLOW,09/08/1975
4030,Lucinda,Burton,47,Soli Street,Napophe,WY,24167,$416.59,YELLOW,01/25/2042
4031,Cora,Gonzales,50,Nuntu Place,Tuffoma,WV,15023,$8885.98,WHITE,05/05/1971
4032,Matilda,Wilson,50,Ogebuw River,Zawkena,WY,25457,$2049.29,WHITE,10/29/2020
4033,Norman,Douglas,59,Zorpug Manor,Ilwogu,NH,10750,$3487.83,GREEN,05/30/1968
4034,Bess,French,39,Lisla Point,Jisawic,VA,02084,$4474.46,RED,04/28/1901
4035,Sadie,Robinson,56,Alewi Pike,Dujgajul,MS,12396,$4977.47,GREEN,09/10/2022
4036,Belle,Ball,39,Faga Trail,Fegujul,CA,21969,$206.11,GREEN,12/09/2055
4037,Bobby,Williams,43,Neje Grove,Mabupu,SC,91427,$6983.73,WHITE,07/20/2022
4038,Hunter,Lyons,56,Utfet Street,Odhuwca,NY,19866,$2791.49,RED,06/15/1933
4039,Samuel,Price,63,Optew Circle,Huhdase,PA,17111,$4308.57,GREEN,08/18/2058
4040,Alma,Pena,37,Sujfoc Mill,Orliumi,ID,02204,$9506.59,BLUE,08/18/2034
4041,Michael,Underwood,59,Icere Terrace,Begjukco,MI,53895,$5891.51,YELLOW,10/21/2044
4042,Ricky,Mendoza,58,Nuil Way,Emesonupo,ID,95312,$4220.00,WHITE,02/15/1903
4043,Eric,Evans,33,Boldol Manor,Pafocmec,OR,34422,$4685.27,BLUE,06/08/2009
4044,Bernard,Terry,42,Mipaj Path,Dilegfa,ID,60964,$3841.26,YELLOW,03/27/2068
4045,Augusta,Obrien,44,Ugere Parkway,Andajnen,HI,96331,$8409.80,BLUE,08/08/1976
4046,Isabelle,Webster,26,Pewi Manor,Gobobi,ND,32709,$2069.28,BLUE,11/23/1963
4047,Florence,Hernandez,21,Rahuh Loop,Bipamdo,ID,41705,$26.61,BLUE,10/25/2033
4048,Vincent,Brewer,61,Ecusol Trail,Bopkosiv,WY,00374,$8623.22,BLUE,12/08/1966
4049,Harry,McKenzie,44,Jidfo Terrace,Gafkaha,ID,87384,$1354.17,GREEN,09/08/2046
4050,Harry,Bush,36,Bakwot Key,Horzafoz,MT,44616,$7644.17,GREEN,11/15/1910
4051,Emma,Curry,35,Relra Place,Vufuluri,AK,15678,$3441.39,YELLOW,03/20/1979
4052,Teresa,Coleman,54,Havof Glen,Onfobsup,UT,04533,$3338.03,WHITE,02/06/2024
4053,Clarence,Frazier,38,Idood Pike,Dodikuc,IN,71515,$1296.52,YELLOW,03/25/2010
4054,Louis,Norris,38,Fubzaw Grove,Kuhnaisu,IL,52020,$5742.73,YELLOW,10/03/1915
4055,Owen,Reyes,56,Vawo Highway,Veugoel,AZ,49564,$1028.46,BLUE,07/01/1940
4056,Jerome,Holloway,45,Weave Extension,Hiveppa,UT,34735,$3334.39,GREEN,01/11/1947
4057,Eva,Powell,57,Ufofi Pike,Majgiut,OH,66520,$4891.48,GREEN,11/04/2063
4058,Callie,Brady,36,Bociz Avenue,Taipeg,ME,45576,$9878.46,RED,02/09/2028
4059,Maria,Morales,54,Rilkeb River,Kovumeg,ID,20085,$7147.20,YELLOW,09/19/2022
4060,Randall,Curtis,46,Jeti Boulevard,Vuoseruk,OH,14658,$6463.32,BLUE,09/18/2000
4061,Brian,Ramirez,49,Lesgo Pass,Midozpa,WA,82362,$8928.53,GREEN,03/22/2043
4062,Florence,Ramirez,42,Jekep Park,Wakoav,NJ,05136,$4433.02,WHITE,08/27/2009
4063,Shane,Ward,48,Soblip Place,Hezuvu,UT,57941,$8042.57,WHITE,01/22/1916
4064,Brian,Collins,45,Pucjew Boulevard,Wimamoc,OK,00778,$2254.22,WHITE,04/06/1914
4065,Lucile,Duncan,25,Bekdu View,Wuheczur,NJ,18420,$1011.20,BLUE,03/15/1965
4066,Cora,Ross,45,Minbut Street,Lumdaco,CA,28080,$497.33,YELLOW,05/18/2034
4067,Ora,Barker,20,Zijuw Boulevard,Mafilgar,OK,31598,$3371.66,BLUE,10/25/1926
4068,Henrietta,Mendoza,59,Elni Highway,Nogopca,OK,34865,$8855.36,YELLOW,09/11/1997
4069,Emma,Saunders,46,Nafe Court,Kagirew,MN,96306,$7178.71,WHITE,07/21/1918
4070,Milton,Freeman,19,Magip Junction,Zupefit,NJ,24966,$719.32,YELLOW,08/28/2039
4071,Adam,Perkins,33,Nejgu Grove,Anomupo,NE,33908,$3837.18,RED,12/01/1923
4072,Richard,Fox,37,Fikez Highway,Waumlej,VA,26769,$1264.31,GREEN,06/20/1924
4073,Eula,Schneider,65,Bowwik Court,Fuwawke,AK,88650,$5605.18,BLUE,09/12/2037
4074,Vera,Fuller,28,Cilse Street,Biijkop,CT,07072,$5762.57,WHITE,11/05/1963
4075,Lora,Moss,64,Deti Place,Pujonfa,AK,76691,$8566.94,GREEN,10/06/2066
4076,Calvin,Ramos,51,Gozem Trail,Guncutnoz,OR,33058,$1280.33,BLUE,06/08/1967
4077,Chase,Clarke,30,Talsi River,Jiodiva,NH,46098,$1103.07,RED,01/13/2010
4078,Mable,Adams,52,Dosta View,Vobuzilov,NV,90300,$2402.87,RED,01/23/2070
4079,Matthew,Shelton,32,Nulpek Plaza,Futamuh,KY,55672,$895.07,GREEN,09/11/2034
4080,Lee,McKinney,45,Hulna Center,Jimcetva,ND,61545,$4320.36,GREEN,12/16/2011
4081,Cecilia,Wood,50,Ufbul Path,Nasmedcez,OK,87936,$2755.42,WHITE,03/18/1915
4082,Daisy,Burke,46,Ugepi Way,Rosinoki,AL,31745,$5158.41,RED,09/24/1901
4083,Owen,Cruz,34,Jivak Park,Uczugmop,MS,35301,$3999.00,WHITE,07/20/1908
4084,Theresa,Vargas,45,Secker Pass,Besuviopa,AZ,63708,$7607.44,GREEN,12/17/2029
4085,Patrick,Stephens,45,Cifek Key,Dicepugoh,LA,05760,$3970.61,GREEN,11/18/2058
4086,Bernice,Rice,61,Hupi Drive,Dilahpaz,GA,47477,$4654.59,WHITE,02/03/2028
4087,Clifford,Rivera,35,Sipaz Grove,Avhegu,WA,82306,$9289.22,RED,05/20/2015
4088,Keith,Beck,43,Dajci Center,Omwumle,NY,66825,$2920.79,YELLOW,06/28/1914
4089,Virginia,Love,59,Ocejil Turnpike,Ewokila,CT,49419,$8666.22,GREEN,01/14/1970
4090,Francis,Harper,58,Roburi Street,Seheog,ND,67842,$5009.94,GREEN,08/25/2044
4091,Ricky,McDonald,32,Kosev Circle,Etkifum,AL,10779,$444.08,WHITE,05/29/2016
4092,Lou,Walsh,25,Poip Court,Sibjigun,IN,72331,$2425.29,YELLOW,10/20/2020
4093,Alvin,Valdez,63,Vida Grove,Urrople,VT,75546,$412.45,GREEN,12/23/1987
4094,Annie,Graves,61,Jitba Lane,Havkizak,MO,94184,$2716.95,BLUE,07/22/1942
4095,Lydia,Woods,49,Cawu Circle,Isbelmam,NJ,62438,$1495.42,WHITE,02/27/1945
4096,Juan,Wong,18,Wedus Terrace,Guavbo,SC,65380,$1226.62,RED,10/02/1949
4097,Hunter,Clayton,31,Ufoma Point,Luhratiza,AK,68045,$9046.98,GREEN,05/31/1944
4098,Leila,Hampton,56,Wigon Lane,Illita,AZ,28295,$7498.69,WHITE,10/25/2019
4099,Marvin,Morris,28,Pubus Extension,Zontatam,OR,54554,$652.53,GREEN,11/19/1944
4100,Nellie,Richardson,45,Rucjo Heights,Puzupwu,ME,00600,$9788.62,WHITE,07/08/1945
4101,Julian,Watkins,60,Sepa View,Ebmihuv,AZ,48201,$9232.49,YELLOW,12/03/2067
4102,Mitchell,Hunter,32,Niwel Pass,Hofoic,TX,51439,$6010.64,YELLOW,01/16/1900
4103,Chris,King,24,Gecsur Center,Wohojfev,MS,82469,$7371.81,WHITE,10/11/1987
4104,Harold,Frazier,55,Siwnec Road,Zuzniku,CA,78799,$9501.85,BLUE,08/22/1942
4105,Irene,Jimenez,47,Bahu Manor,Oktihved,OH,03660,$6617.08,GREEN,05/03/2063
4106,Blanche,Wilson,64,Zosma Path,Ivzada,TX,39120,$3753.96,BLUE,08/31/1934
4107,Susan,Hodges,35,Ninzan Road,Lorbega,NH,72428,$6219.15,BLUE,01/29/2051
4108,Justin,Valdez,26,Hujwa Place,Regimituz,VA,46089,$2242.95,YELLOW,08/10/1922
4109,Ernest,Miller,42,Dujevi Square,Codakzap,ME,29569,$3076.33,GREEN,02/05/1984
4110,Rosa,Brown,45,Koboc Trail,Azumarwo,ME,29785,$9086.66,RED,11/08/1958
4111,Dale,Walters,56,Gaduk Junction,Miwceme,NC,25086,$6265.87,YELLOW,05/31/1986
